fecha_num,Hum_missForest,Tem_missForest
44623.993055555555,87,15.777777777777779
44624.006944444445,88,16
44624.020833333336,87,16
44624.03472222222,88,16.22222222222222
44624.04861111111,85,16.27777777777778
44624.0625,86,16.11111111111111
44624.07638888889,86,16
44624.09027777778,88,15.722222222222221
44624.104166666664,91,15.38888888888889
44624.118055555555,91,15.5
44624.131944444445,90,15.777777777777779
44624.145833333336,89,15.88888888888889
44624.15972222222,88,15.88888888888889
44624.17361111111,89,15.61111111111111
44624.1875,89,14.722222222222221
44624.20138888889,88.91861904761905,14.665108688200865
44624.21527777778,86,13.61111111111111
44624.229166666664,88.39980542986424,14.355689324792412
44624.243055555555,85.7977142857143,13.756783535643985
44624.256944444445,80,12.888888888888891
44624.270833333336,80,12.611111111111112
44624.28472222222,82,12.277777777777779
44624.29861111111,81,12.277777777777779
44624.3125,78,12.388888888888888
44624.32638888889,78,12.388888888888888
44624.34027777778,76,12.388888888888888
44624.354166666664,75,12.388888888888888
44624.368055555555,74,12.388888888888888
44624.381944444445,73,12.388888888888888
44624.395833333336,72,12.388888888888888
44624.40972222222,72,12.277777777777779
44624.42361111111,72,12.277777777777779
44624.4375,71,12.222222222222221
44624.45138888889,72,12
44624.46527777778,73,12
44624.479166666664,74,11.777777777777779
44624.493055555555,73,11.777777777777779
44624.506944444445,73,11.722222222222221
44624.520833333336,71,11.61111111111111
44624.53472222222,70,11.277777777777777
44624.54861111111,70,11.11111111111111
44624.5625,71,10.999999999999998
44624.57638888889,72,10.88888888888889
44624.59027777778,72,10.777777777777779
44624.604166666664,72,10.61111111111111
44624.618055555555,73,10.5
44624.631944444445,73,10.388888888888891
44624.645833333336,74,10.277777777777779
44624.65972222222,74,10.222222222222221
44624.67361111111,73,10.111111111111112
44624.6875,73,10.111111111111112
44624.70138888889,73,10
44624.71527777778,72,10
44624.729166666664,91,10.61111111111111
44624.743055555555,85.78277777777777,13.27656131342177
44624.756944444445,91,10.722222222222221
44624.770833333336,91,10.61111111111111
44624.78472222222,91,10.388888888888891
44624.79861111111,91,10.388888888888891
44624.8125,84.8068686868687,13.297078396911735
44624.82638888889,84.6668686868687,13.297078396911735
44624.84027777778,84.6068686868687,13.319393211726549
44624.854166666664,83.3068686868687,13.342720533509716
44624.868055555555,84.47194444444445,13.730041160521978
44624.881944444445,84.33383333333332,14.27522634570716
44624.895833333336,82.27625689588189,14.33702972097108
44624.90972222222,82.00625689588189,14.361844535785895
44624.92361111111,82.00625689588189,14.361844535785895
44624.9375,58,18.5
44624.95138888889,55,19
44624.96527777778,60,18.388888888888886
44624.979166666664,82.00625689588189,14.360733424674784
44624.993055555555,82.00625689588189,14.360733424674784
44625.006944444445,81.97625689588189,14.440844535785896
44625.020833333336,53,20.777777777777782
44625.03472222222,52,21.38888888888889
44625.04861111111,47,23.111111111111107
44625.0625,45,23.111111111111107
44625.07638888889,45,23.22222222222222
44625.09027777778,43,24
44625.104166666664,42,24.499999999999996
44625.118055555555,44,23.61111111111111
44625.131944444445,42,24.777777777777775
44625.145833333336,40,25.611111111111107
44625.15972222222,34,25.38888888888889
44625.17361111111,30,25.611111111111107
44625.1875,33,24.388888888888893
44625.20138888889,42,23.111111111111107
44625.21527777778,52,20.888888888888886
44625.229166666664,54,20.500000000000004
44625.243055555555,55,20.11111111111111
44625.256944444445,59,19.72222222222222
44625.270833333336,60,19.111111111111114
44625.28472222222,62,18.77777777777778
44625.29861111111,63,18.388888888888886
44625.3125,65,18.22222222222222
44625.32638888889,67,17.88888888888889
44625.34027777778,69,17.38888888888889
44625.354166666664,71,16.88888888888889
44625.368055555555,72,16.77777777777778
44625.381944444445,73,16.38888888888889
44625.395833333336,76,16.22222222222222
44625.40972222222,79,15.777777777777779
44625.42361111111,80,15.38888888888889
44625.4375,82,15.11111111111111
44625.45138888889,84,14.88888888888889
44625.46527777778,84,14.5
44625.479166666664,85,14.11111111111111
44625.493055555555,86,14.11111111111111
44625.506944444445,86,13.499999999999998
44625.520833333336,87,13.61111111111111
44625.53472222222,88,13.277777777777779
44625.54861111111,87,13
44625.5625,88,12.611111111111112
44625.57638888889,88,12.277777777777779
44625.59027777778,89,12.111111111111109
44625.604166666664,90,12.111111111111109
44625.618055555555,91,12
44625.631944444445,92,11.722222222222221
44625.645833333336,93,11.722222222222221
44625.65972222222,91,11.88888888888889
44625.67361111111,90,11.61111111111111
44625.6875,91,11.61111111111111
44625.70138888889,90,11.38888888888889
44625.71527777778,90,11.277777777777777
44625.729166666664,90,11.11111111111111
44625.743055555555,91,11.277777777777777
44625.756944444445,91,10.999999999999998
44625.770833333336,92,11.11111111111111
44625.78472222222,91,11.11111111111111
44625.79861111111,90,11.11111111111111
44625.8125,82.3661387631976,14.519455646896999
44625.82638888889,82.42133333333331,14.547788980230335
44625.84027777778,79.95209022921522,14.64303927655805
44625.854166666664,76,14.11111111111111
44625.868055555555,77,14.5
44625.881944444445,79.75209022921521,14.698039276558053
44625.895833333336,80.73507142857142,14.974526750641333
44625.90972222222,80.02199999999999,14.860817054335831
44625.92361111111,54,19.27777777777778
44625.9375,52,21.22222222222222
44625.95138888889,53,21
44625.96527777778,55,21
44625.979166666664,59,20.38888888888889
44625.993055555555,62,19.72222222222222
44626.006944444445,62,19.777777777777775
44626.020833333336,64,19
44626.03472222222,63,19.61111111111111
44626.04861111111,62,20.11111111111111
44626.0625,49,23.88888888888889
44626.07638888889,49,23.22222222222222
44626.09027777778,46,24.111111111111114
44626.104166666664,42,26
44626.118055555555,48,23.388888888888886
44626.131944444445,46,24.27777777777778
44626.145833333336,44,24.27777777777778
44626.15972222222,52,21.888888888888893
44626.17361111111,52,21.22222222222222
44626.1875,53,21
44626.20138888889,56,20.500000000000004
44626.21527777778,58,20.222222222222225
44626.229166666664,60,20
44626.243055555555,63,19.61111111111111
44626.256944444445,65,19.27777777777778
44626.270833333336,65,19
44626.28472222222,68,18.61111111111111
44626.29861111111,70,18.277777777777782
44626.3125,71,18.111111111111107
44626.32638888889,72,17.77777777777778
44626.34027777778,73,17.61111111111111
44626.354166666664,74,17.5
44626.368055555555,75,17.5
44626.381944444445,77,17.38888888888889
44626.395833333336,78,17.27777777777778
44626.40972222222,78,17.11111111111111
44626.42361111111,80,16.88888888888889
44626.4375,80,16.77777777777778
44626.45138888889,81,16.72222222222222
44626.46527777778,82,16.38888888888889
44626.479166666664,82,16.11111111111111
44626.493055555555,84,16
44626.506944444445,87,15.722222222222221
44626.520833333336,87,15.722222222222221
44626.53472222222,87,15.277777777777779
44626.54861111111,88,15.5
44626.5625,88,15.61111111111111
44626.57638888889,87,15.277777777777779
44626.59027777778,89,14.88888888888889
44626.604166666664,91,14.88888888888889
44626.618055555555,91,14.777777777777779
44626.631944444445,91,14.777777777777779
44626.645833333336,91,14.277777777777779
44626.65972222222,91,14.277777777777779
44626.67361111111,92,14.11111111111111
44626.6875,92,14.11111111111111
44626.70138888889,92,14.11111111111111
44626.71527777778,92,14.38888888888889
44626.729166666664,92,14.777777777777779
44626.743055555555,89,15
44626.756944444445,89,14.38888888888889
44626.770833333336,91,14.277777777777779
44626.78472222222,91,14.5
44626.79861111111,91,14.5
44626.8125,90,14.722222222222221
44626.82638888889,90,14.88888888888889
44626.84027777778,89,15.277777777777779
44626.854166666664,83,15.777777777777779
44626.868055555555,79,16.27777777777778
44626.881944444445,77,16.5
44626.895833333336,84,15.88888888888889
44626.90972222222,86,16.11111111111111
44626.92361111111,81,16.5
44626.9375,82,16.38888888888889
44626.95138888889,84,16.5
44626.96527777778,82,16.38888888888889
44626.979166666664,87,15.777777777777779
44626.993055555555,88,16
44627.006944444445,87,16
44627.020833333336,88,16.22222222222222
44627.03472222222,85,16.27777777777778
44627.04861111111,86,16.11111111111111
44627.0625,86,16
44627.07638888889,88,15.722222222222221
44627.09027777778,91,15.38888888888889
44627.104166666664,91,15.5
44627.118055555555,90,15.777777777777779
44627.131944444445,89,15.88888888888889
44627.145833333336,88,15.88888888888889
44627.15972222222,89,15.61111111111111
44627.17361111111,89,14.722222222222221
44627.1875,90.30491666666667,14.757666163386455
44627.20138888889,86,13.61111111111111
44627.21527777778,89.86464285714287,14.409305268725559
44627.229166666664,89.18799999999999,14.362883279421348
44627.243055555555,80,12.888888888888891
44627.256944444445,80,12.611111111111112
44627.270833333336,82,12.277777777777779
44627.28472222222,81,12.277777777777779
44627.29861111111,78,12.388888888888888
44627.3125,78,12.388888888888888
44627.32638888889,76,12.388888888888888
44627.34027777778,75,12.388888888888888
44627.354166666664,74,12.388888888888888
44627.368055555555,73,12.388888888888888
44627.381944444445,72,12.388888888888888
44627.395833333336,72,12.277777777777779
44627.40972222222,72,12.277777777777779
44627.42361111111,71,12.222222222222221
44627.4375,72,12
44627.45138888889,73,12
44627.46527777778,74,11.777777777777779
44627.479166666664,73,11.777777777777779
44627.493055555555,73,11.722222222222221
44627.506944444445,71,11.61111111111111
44627.520833333336,70,11.277777777777777
44627.53472222222,70,11.11111111111111
44627.54861111111,71,10.999999999999998
44627.5625,72,10.88888888888889
44627.57638888889,72,10.777777777777779
44627.59027777778,72,10.61111111111111
44627.604166666664,73,10.5
44627.618055555555,73,10.388888888888891
44627.631944444445,74,10.277777777777779
44627.645833333336,74,10.222222222222221
44627.65972222222,73,10.111111111111112
44627.67361111111,73,10.111111111111112
44627.6875,73,10
44627.70138888889,72,10
44627.71527777778,91,14.277777777777779
44627.729166666664,91,14.277777777777779
44627.743055555555,92,14.11111111111111
44627.756944444445,92,14.11111111111111
44627.770833333336,92,14.11111111111111
44627.78472222222,92,14.38888888888889
44627.79861111111,92,14.777777777777779
44627.8125,89,15
44627.82638888889,89,14.38888888888889
44627.84027777778,91,14.277777777777779
44627.854166666664,91,14.5
44627.868055555555,91,14.5
44627.881944444445,90,14.722222222222221
44627.895833333336,90,14.88888888888889
44627.90972222222,89,15.277777777777779
44627.92361111111,83,15.777777777777779
44627.9375,79,16.27777777777778
44627.95138888889,77,16.5
44627.96527777778,84,15.88888888888889
44627.979166666664,86,16.11111111111111
44627.993055555555,81,16.5
44628.006944444445,82,16.38888888888889
44628.020833333336,84,16.5
44628.03472222222,82,16.38888888888889
44628.04861111111,87,15.777777777777779
44628.0625,88,16
44628.07638888889,87,16
44628.09027777778,88,16.22222222222222
44628.104166666664,85,16.27777777777778
44628.118055555555,86,16.11111111111111
44628.131944444445,86,16
44628.145833333336,88,15.722222222222221
44628.15972222222,91,15.38888888888889
44628.17361111111,91,15.5
44628.1875,90,15.777777777777779
44628.20138888889,89,15.88888888888889
44628.21527777778,88,15.88888888888889
44628.229166666664,89,15.61111111111111
44628.243055555555,89,14.722222222222221
44628.256944444445,89.41044261294263,14.802416164622564
44628.270833333336,86,13.61111111111111
44628.28472222222,88.26964285714286,14.54245000247078
44628.29861111111,88.20233010410642,14.344040416414137
44628.3125,80,12.888888888888891
44628.32638888889,80,12.611111111111112
44628.34027777778,82,12.277777777777779
44628.354166666664,81,12.277777777777779
44628.368055555555,78,12.388888888888888
44628.381944444445,78,12.388888888888888
44628.395833333336,76,12.388888888888888
44628.40972222222,75,12.388888888888888
44628.42361111111,74,12.388888888888888
44628.4375,73,12.388888888888888
44628.45138888889,72,12.388888888888888
44628.46527777778,72,12.277777777777779
44628.479166666664,72,12.277777777777779
44628.493055555555,71,12.222222222222221
44628.506944444445,72,12
44628.520833333336,73,12
44628.53472222222,74,11.777777777777779
44628.54861111111,73,11.777777777777779
44628.5625,73,11.722222222222221
44628.57638888889,71,11.61111111111111
44628.59027777778,70,11.277777777777777
44628.604166666664,70,11.11111111111111
44628.618055555555,71,10.999999999999998
44628.631944444445,72,10.88888888888889
44628.645833333336,72,10.777777777777779
44628.65972222222,72,10.61111111111111
44628.67361111111,73,10.5
44628.6875,73,10.388888888888891
44628.70138888889,74,10.277777777777779
44628.71527777778,74,10.222222222222221
44628.729166666664,73,10.111111111111112
44628.743055555555,73,10.111111111111112
44628.756944444445,45,8.61
44628.770833333336,78.93265811965811,14.07294007003798
44628.78472222222,78.93265811965811,14.07294007003798
44628.79861111111,81.52850000000001,14.20504839325998
44628.8125,80.35958333333333,13.472236092281312
44628.82638888889,81.24375,14.057916539001132
44628.84027777778,81.74375,14.4249706154822
44628.854166666664,81.74375,14.4249706154822
44628.868055555555,45,8.61
44628.881944444445,79,14.28
44628.895833333336,82,14.22
44628.90972222222,84,14.11
44628.92361111111,87,13.78
44628.9375,90,13.72
44628.95138888889,91,13.39
44628.96527777778,93,13.22
44628.979166666664,96,13.22
44628.993055555555,98,13.11
44629.006944444445,97,12.89
44629.020833333336,99,13.11
44629.03472222222,99,13.11
44629.04861111111,99,13.11
44629.0625,99,13.11
44629.07638888889,99,13.28
44629.09027777778,99,13.22
44629.104166666664,99,13.28
44629.118055555555,99,13.61
44629.131944444445,98,13.72
44629.145833333336,96,14
44629.15972222222,95,14.22
44629.17361111111,95,14.5
44629.1875,93,14.78
44629.20138888889,90,15.39
44629.21527777778,86,16
44629.229166666664,84,16.22
44629.243055555555,82,16.72
44629.256944444445,79,17.39
44629.270833333336,78,17.5
44629.28472222222,79,17.39
44629.29861111111,87,16.22
44629.3125,90,16.11
44629.32638888889,88,16.22
44629.34027777778,87,16.22
44629.354166666664,67,18.39
44629.368055555555,51,20.61
44629.381944444445,87.57997619047617,15.78242438864562
44629.395833333336,60,19.39
44629.40972222222,70,17.72
44629.42361111111,78,17
44629.4375,76,17.28
44629.45138888889,88.03409979296066,15.780324388645617
44629.46527777778,61,19.28
44629.479166666664,61,19.61
44629.493055555555,62,19.28
44629.506944444445,67,18.89
44629.520833333336,64,19.11
44629.53472222222,65,19
44629.54861111111,65,19
44629.5625,66,18.89
44629.57638888889,64,18.89
44629.59027777778,68,18.61
44629.604166666664,83,17.11
44629.618055555555,89,16
44629.631944444445,87.58497619047617,15.411904419509806
44629.645833333336,94,14.89
44629.65972222222,95,14.89
44629.67361111111,92,14.78
44629.6875,89,15
44629.70138888889,88,15.11
44629.71527777778,88,15.11
44629.729166666664,88,15.11
44629.743055555555,88,15
44629.756944444445,87,15
44629.770833333336,86,15
44629.78472222222,85,15.11
44629.79861111111,85,15
44629.8125,89,14.22
44629.82638888889,91,14.22
44629.84027777778,91,14.11
44629.854166666664,89,13.89
44629.868055555555,89,13.78
44629.881944444445,89,13.72
44629.895833333336,90,13.89
44629.90972222222,89,14.11
44629.92361111111,88,14.5
44629.9375,88,14.61
44629.95138888889,87,14.61
44629.96527777778,87,14.89
44629.979166666664,85,15.22
44629.993055555555,86.49534404484405,15.225211880452695
44630.006944444445,88,15.11
44630.020833333336,87.66240141167444,14.9255223093324
44630.03472222222,89.02809523809523,14.346828861703694
44630.04861111111,89.28809523809522,14.344628861703693
44630.0625,88.495,14.960465166475258
44630.07638888889,94,15
44630.09027777778,85.80218253968255,15.570061920135233
44630.104166666664,86.40764069264068,15.715456324897136
44630.118055555555,86.29866666666666,15.783856324897135
44630.131944444445,86.27065217391304,15.831081324897134
44630.145833333336,87,17
44630.15972222222,74,18.72
44630.17361111111,65,19.78
44630.1875,72,18.11
44630.20138888889,86.01866666666666,15.859981324897134
44630.21527777778,86.22065217391304,15.886452753468564
44630.229166666664,85.7376406926407,15.761683586801896
44630.243055555555,66,18.61
44630.256944444445,67,18.78
44630.270833333336,63,18.5
44630.28472222222,62,18.5
44630.29861111111,63,18.78
44630.3125,64,18.28
44630.32638888889,66,18.11
44630.34027777778,65,18.11
44630.354166666664,68,17.89
44630.368055555555,71,17.61
44630.381944444445,74,17.28
44630.395833333336,75,17.11
44630.40972222222,80,16.72
44630.42361111111,81,16.61
44630.4375,82,16.28
44630.45138888889,82,16.11
44630.46527777778,83,15.89
44630.479166666664,83,15.72
44630.493055555555,83,15.5
44630.506944444445,83,15.39
44630.520833333336,83,15.5
44630.53472222222,82,15.61
44630.54861111111,82,15.5
44630.5625,82,15.39
44630.57638888889,82,15.28
44630.59027777778,83,15.22
44630.604166666664,83,15.11
44630.618055555555,83,15.11
44630.631944444445,84,15
44630.645833333336,84,15
44630.65972222222,84,15
44630.67361111111,84,15
44630.6875,89,14.39
44630.70138888889,92,14.11
44630.71527777778,91.71942857142858,14.34431351955771
44630.729166666664,98,13.72
44630.743055555555,99,13.61
44630.756944444445,99,13.5
44630.770833333336,99,13.39
44630.78472222222,99,13.39
44630.79861111111,99,13.28
44630.8125,99,13.28
44630.82638888889,99,13.22
44630.84027777778,99,13.22
44630.854166666664,99,13.22
44630.868055555555,99,13.28
44630.881944444445,99,13.28
44630.895833333336,99,13.39
44630.90972222222,99,13.39
44630.92361111111,99,13.5
44630.9375,99,13.61
44630.95138888889,99,13.72
44630.96527777778,99,13.78
44630.979166666664,99,14
44630.993055555555,97,14.39
44631.006944444445,95,14.39
44631.020833333336,94.3352380952381,14.646561011904764
44631.03472222222,93,14.78
44631.04861111111,92,15.11
44631.0625,92.92,14.587562272727258
44631.07638888889,92.86,14.587562272727258
44631.09027777778,83.204,15.627843720045387
44631.104166666664,82.75547619047619,15.640643720045386
44631.118055555555,82,16.22
44631.131944444445,81,16.39
44631.145833333336,82.59547619047618,15.661343720045384
44631.15972222222,77,17
44631.17361111111,82.49547619047618,15.880612761946844
44631.1875,82.49547619047618,15.889592761946847
44631.20138888889,82.49547619047618,15.892359428613513
44631.21527777778,75,17.39
44631.229166666664,82.7575,15.683623720045384
44631.243055555555,82.5475,15.682523720045383
44631.256944444445,82.5475,15.682523720045383
44631.270833333336,74,17.5
44631.28472222222,72,17.5
44631.29861111111,74,17.39
44631.3125,75,17.22
44631.32638888889,82.23613095238096,15.790484428613508
44631.34027777778,82.5175,15.555923720045378
44631.354166666664,82.5775,15.535923720045378
44631.368055555555,82.63483333333333,15.461523720045374
44631.381944444445,82.63483333333333,15.412543720045376
44631.395833333336,83,15.61
44631.40972222222,84,15.39
44631.42361111111,79,15
44631.4375,85,13.78
44631.45138888889,89,13.5
44631.46527777778,90.78203571428573,13.582075248326031
44631.479166666664,95.92657900432901,12.956280357142864
44631.493055555555,96,12.89
44631.506944444445,94.71345238095239,12.969404393939401
44631.520833333336,96.64216666666667,12.571345681456062
44631.53472222222,97,12.61
44631.54861111111,97,12.5
44631.5625,97,12.5
44631.57638888889,97,12.61
44631.59027777778,97,12.72
44631.604166666664,97,12.72
44631.618055555555,97,12.89
44631.631944444445,97,12.89
44631.645833333336,97,12.89
44631.65972222222,96,12.5
44631.67361111111,93,12
44631.6875,94,11.89
44631.70138888889,94,11.72
44631.71527777778,95,11.5
44631.729166666664,95,11.5
44631.743055555555,96,11.39
44631.756944444445,96,11.22
44631.770833333336,97,11.22
44631.78472222222,96,11
44631.79861111111,97,10.78
44631.8125,97,10.5
44631.82638888889,98,10.5
44631.84027777778,98,10.28
44631.854166666664,99,10.28
44631.868055555555,99,10.39
44631.881944444445,99,10.5
44631.895833333336,99,10.39
44631.90972222222,99,10.39
44631.92361111111,99,10.5
44631.9375,99,10.61
44631.95138888889,99,10.89
44631.96527777778,99,10.89
44631.979166666664,98.70155555555556,10.449887699507288
44631.993055555555,98.2102857142857,10.432142709235201
44632.006944444445,95.545,10.928657301587307
44632.020833333336,88.51611904761904,12.331620864635308
44632.03472222222,87.91611904761905,12.539989440123218
44632.04861111111,88,12.78
44632.0625,85,13.22
44632.07638888889,77,14
44632.09027777778,82.33783333333332,13.430314306740627
44632.104166666664,81.01283333333333,13.384521271217888
44632.118055555555,81.52483333333333,13.426414306740625
44632.131944444445,66,15.61
44632.145833333336,61,16.39
44632.15972222222,66,15.28
44632.17361111111,58,16.61
44632.1875,54,17.11
44632.20138888889,56,17.78
44632.21527777778,74.42966666666668,13.923574125998693
44632.229166666664,51,17.28
44632.243055555555,49,17.28
44632.256944444445,74,13.61
44632.270833333336,80,12.28
44632.28472222222,78,13.22
44632.29861111111,63,16.5
44632.3125,61,17.61
44632.32638888889,56,19.11
44632.34027777778,65,15.89
44632.354166666664,72,15
44632.368055555555,73,15.11
44632.381944444445,76.63958333333333,13.715486826599331
44632.395833333336,80,14.22
44632.40972222222,82,13.89
44632.42361111111,82,13.5
44632.4375,82,13.28
44632.45138888889,82,13.39
44632.46527777778,81,13.22
44632.479166666664,82,13
44632.493055555555,81,12.78
44632.506944444445,82,12.28
44632.520833333336,83,12.28
44632.53472222222,85,12
44632.54861111111,86,12.22
44632.5625,86,12.11
44632.57638888889,88,11.78
44632.59027777778,89,11.39
44632.604166666664,90,11
44632.618055555555,93,10.89
44632.631944444445,93,11.11
44632.645833333336,93,11.11
44632.65972222222,94,10.89
44632.67361111111,93.14166666666668,10.851842046842055
44632.6875,95,10.22
44632.70138888889,96,10.39
44632.71527777778,96,10.22
44632.729166666664,96,10
44632.743055555555,98,9.78
44632.756944444445,99,10
44632.770833333336,99,10
44632.78472222222,99,9.72
44632.79861111111,99,9.22
44632.8125,99,8.72
44632.82638888889,99,9
44632.84027777778,99,9.11
44632.854166666664,99,8.89
44632.868055555555,99,8.89
44632.881944444445,99,8.89
44632.895833333336,99,8.72
44632.90972222222,99,8.5
44632.92361111111,99,8.5
44632.9375,97.905,9.814236303369828
44632.95138888889,97.905,9.814236303369828
44632.96527777778,98.49,9.77881963670316
44632.979166666664,98.49,9.77881963670316
44632.993055555555,98.49,9.77881963670316
44633.006944444445,96.405,10.110659091970124
44633.020833333336,96.405,10.110659091970124
44633.03472222222,96.405,10.110659091970124
44633.04861111111,98.49,9.77881963670316
44633.0625,96.405,10.110659091970124
44633.07638888889,88.56444444444445,11.234311428180513
44633.09027777778,86.99016666666667,11.80907214873438
44633.104166666664,85.48444444444445,11.772680203933636
44633.118055555555,83.95333333333332,11.549020361549928
44633.131944444445,79.65128571428572,12.14349640284836
44633.145833333336,64.95783549783549,16.046263607388042
44633.15972222222,63.747835497835496,15.239307500000002
44633.17361111111,63.747835497835496,15.239307500000002
44633.1875,63.747835497835496,15.239307500000002
44633.20138888889,63.747835497835496,15.239307500000002
44633.21527777778,63.747835497835496,15.239307500000002
44633.229166666664,53,17.61
44633.243055555555,57,17
44633.256944444445,49,19.28
44633.270833333336,49,18.39
44633.28472222222,48,18.61
44633.29861111111,48,18.5
